,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,return_on_investment,year,movie_id,primary_title,original_title,runtime_minutes,genres,averagerating,numvotes,runtime,Horror
1210,90,2013-03-01,The Last Exorcism Part II,4000000,15179303,25448707,6.36217675,2013,tt2034139,The Last Exorcism Part II,The Last Exorcism Part II,88.0,"Drama,Horror,Thriller",4.0,15124,under,True
1211,98,2016-05-13,The Darkness,4000000,10753574,10898293,2.72457325,2016,tt1878841,The Darkness,The Darkness,92.0,"Horror,Thriller",4.4,12435,under,True
1212,18,2012-08-24,Samsara,4000000,2672413,5966671,1.49166775,2012,tt0770802,Samsara,Samsara,102.0,"Documentary,Music",8.5,29725,sweet spot,False
1213,20,2011-06-17,The Art of Getting By,4000000,1430241,1989035,0.49725875,2011,tt1645080,The Art of Getting By,The Art of Getting By,83.0,"Drama,Romance",6.6,53682,under,False
1214,22,2011-09-23,Red State,4000000,1065429,1983596,0.495899,2011,tt0873886,Red State,Red State,88.0,"Action,Crime,Horror",6.2,59266,under,True
1215,25,2012-10-17,Holy Motors,4000000,641054,4230426,1.0576065,2012,tt2076220,Holy Motors,Holy Motors,115.0,"Drama,Fantasy",7.1,36874,sweet spot,False
1216,26,2014-06-13,The Signal,4000000,600896,2665322,0.6663305,2014,tt2910814,The Signal,The Signal,97.0,"Drama,Mystery,Sci-Fi",6.1,58407,sweet spot,False
1217,29,2014-03-07,The Face of Love,4000000,385069,1158877,0.28971925,2014,tt1839642,The Face of Love,The Face of Love,92.0,"Drama,Mystery,Romance",6.2,4710,under,False
1218,30,2014-04-11,Joe,4000000,373375,373375,0.09334375,2014,tt2382396,Joe,Joe,117.0,"Crime,Drama",6.9,42825,over,False
1219,35,2019-06-07,Late Night,4000000,246305,246305,0.06157625,2019,tt6107548,Late Night,Late Night,102.0,"Comedy,Drama",5.9,953,sweet spot,False
1220,38,2015-04-10,Desert Dancer,4000000,155271,596335,0.14908375,2015,tt2403393,Desert Dancer,Desert Dancer,104.0,"Biography,Drama,Music",6.2,1653,sweet spot,False
1221,41,2015-06-19,Manglehorn,4000000,132270,797439,0.19935975,2015,tt2893490,Manglehorn,Manglehorn,97.0,Drama,5.6,6564,sweet spot,False
1222,43,2011-04-01,Trust,4000000,120016,120016,0.030004,2011,tt1529572,Trust,Trust,106.0,"Crime,Drama,Thriller",6.9,39422,sweet spot,False
1223,47,2011-04-22,Stake Land,4000000,33245,679482,0.1698705,2011,tt1464580,Stake Land,Stake Land,98.0,"Drama,Horror,Sci-Fi",6.5,38749,sweet spot,True
1224,51,2014-04-18,13 Sins,4000000,9134,47552,0.011888,2014,tt2059171,13 Sins,13 Sins,93.0,"Horror,Thriller",6.3,29550,under,True
1225,52,2011-11-18,Another Happy Day,4000000,9120,978527,0.24463175,2011,tt1719071,Another Happy Day,Another Happy Day,119.0,"Comedy,Drama",6.0,3793,over,False
1226,53,2013-02-22,Inescapable,4000000,4327,4327,0.00108175,2013,tt1844203,Inescapable,Inescapable,93.0,"Action,Drama,Mystery",5.2,2410,under,False
1227,56,2012-03-20,A Lonely Place to Die,4000000,0,442550,0.1106375,2012,tt1422136,A Lonely Place to Die,A Lonely Place to Die,99.0,"Adventure,Crime,Thriller",6.3,25547,sweet spot,False
1228,62,2012-11-09,Replicas,4000000,0,0,0.0,2012,tt4154916,Replicas,Replicas,107.0,"Drama,Sci-Fi,Thriller",5.4,17336,sweet spot,False
1229,64,2015-12-31,The Veil,4000000,0,0,0.0,2015,tt3343868,The Veil,The Veil,93.0,"Action,Adventure,Sci-Fi",3.5,1236,under,False
1230,65,2014-07-11,The Perfect Wave,4000000,0,0,0.0,2014,tt2414822,The Perfect Wave,The Perfect Wave,94.0,"Adventure,Biography,Drama",4.8,1015,sweet spot,False
1231,67,2015-09-08,Chain of Command,4000000,0,0,0.0,2015,tt4340720,Chain of Command,Echo Effect,88.0,"Action,Thriller",3.5,1189,under,False
1232,91,2018-04-13,Truth or Dare,3500000,41411015,95127344,27.179241142857144,2018,tt2125681,Truth or Dare,Truth or Dare,85.0,"Horror,Romance,Thriller",6.0,14,under,True
1233,94,2016-02-19,The Witch,3500000,25138705,40454520,11.558434285714286,2016,tt4263482,The Witch,The VVitch: A New-England Folktale,92.0,"Horror,Mystery",6.8,154278,under,True
1234,95,2018-02-02,Winchester,3500000,25091816,44378040,12.67944,2018,tt1072748,Winchester,Winchester,99.0,"Biography,Drama,Fantasy",5.4,24351,sweet spot,False
1235,97,2013-02-22,Dark Skies,3500000,17418667,27704111,7.9154602857142855,2013,tt2387433,Dark Skies,Dark Skies,97.0,"Horror,Sci-Fi,Thriller",6.3,65754,sweet spot,True
1236,98,2018-01-19,Forever My Girl,3500000,16376066,16376066,4.678876,2018,tt4103724,Forever My Girl,Forever My Girl,108.0,"Drama,Music,Romance",6.7,10316,sweet spot,False
1237,11,2018-05-18,First Reformed,3500000,3448256,3874772,1.1070777142857142,2018,tt6053438,First Reformed,First Reformed,113.0,"Drama,Mystery,Thriller",7.1,33542,sweet spot,False
1238,13,2016-12-02,Believe,3500000,890303,890303,0.2543722857142857,2016,tt2009606,Believe,Believe,96.0,"Drama,Sport",5.7,695,sweet spot,False
1239,15,2016-09-30,American Honey,3500000,663247,2611750,0.7462142857142857,2016,tt3721936,American Honey,American Honey,163.0,"Adventure,Drama,Romance",7.0,31663,over,False
1240,16,2016-03-18,The Bronze,3500000,615816,615816,0.17594742857142856,2016,tt3859304,The Bronze,The Bronze,100.0,"Comedy,Drama,Sport",6.0,9043,sweet spot,False
1241,19,2016-01-08,The Masked Saint,3500000,182695,182695,0.05219857142857143,2016,tt3103166,The Masked Saint,The Masked Saint,105.0,"Action,Biography,Crime",4.6,559,sweet spot,False
1242,22,2016-06-03,Time to Choose,3500000,29233,29233,0.008352285714285715,2016,tt5001130,Time to Choose,Time to Choose,100.0,Documentary,7.5,186,sweet spot,False
1243,25,2011-12-31,The Kick,3500000,0,40622,0.011606285714285715,2011,tt2020110,The Kick,The Kick,94.0,"Action,Sport",5.7,780,sweet spot,False
1244,32,2015-06-05,Dawn Patrol,3500000,0,0,0.0,2015,tt2073661,Dawn Patrol,Stranded,88.0,"Drama,Thriller",4.8,615,under,False
1245,34,2015-09-01,Lords of London,3440000,0,0,0.0,2015,tt1800337,Lords of London,Lords of London,90.0,"Crime,Mystery,Thriller",3.2,703,under,False
1246,37,2011-10-21,Margin Call,3400000,5353586,20433227,6.009772647058823,2011,tt1615147,Margin Call,Margin Call,107.0,"Drama,Thriller",7.1,107264,sweet spot,False
1247,43,2014-10-10,Whiplash,3300000,13092006,38969037,11.80879909090909,2014,tt2582802,Whiplash,Whiplash,106.0,"Drama,Music",8.5,616916,sweet spot,False
1248,48,2015-01-20,The Opposite Sex,3300000,0,50206,0.015213939393939394,2015,tt2796678,The Opposite Sex,The Opposite Sex,97.0,Comedy,4.6,821,sweet spot,False
1249,54,2018-07-06,Sorry to Bother You,3200000,17493096,18285560,5.7142375,2018,tt5688932,Sorry to Bother You,Sorry to Bother You,111.0,"Comedy,Fantasy,Sci-Fi",7.0,40290,sweet spot,False
1250,57,2011-06-03,Beginners,3200000,5790894,14314407,4.4732521875,2011,tt1532503,Beginners,Beginners,105.0,"Comedy,Drama,Romance",7.2,83770,sweet spot,False
1251,58,2016-04-22,The Meddler,3200000,4267219,5526942,1.727169375,2016,tt4501454,The Meddler,The Meddler,103.0,"Comedy,Drama,Romance",6.3,10629,sweet spot,False
1252,63,2013-04-12,Antiviral,3100000,0,123407,0.039808709677419354,2013,tt2099556,Antiviral,Antiviral,108.0,"Horror,Sci-Fi,Thriller",5.7,11025,sweet spot,True
1253,66,2015-08-28,War Room,3000000,67790117,73975239,24.658413,2015,tt3832914,War Room,War Room,120.0,Drama,6.5,11716,over,False
1254,67,2013-06-07,The Purge,3000000,64473115,91266581,30.422193666666665,2013,tt2184339,The Purge,The Purge,85.0,"Horror,Thriller",5.7,183549,under,True
1255,69,2012-10-12,Sinister,3000000,48086903,87727807,29.242602333333334,2012,tt1922777,Sinister,Sinister,110.0,"Horror,Mystery,Thriller",6.8,198345,sweet spot,True
1256,89,2018-06-01,Upgrade,3000000,11977130,16553285,5.517761666666667,2018,tt6499752,Upgrade,Upgrade,100.0,"Action,Sci-Fi,Thriller",7.6,104978,sweet spot,False
1257,99,2013-05-24,Before Midnight,3000000,8110621,23251930,7.7506433333333336,2013,tt2209418,Before Midnight,Before Midnight,109.0,"Drama,Romance",7.9,123107,sweet spot,False
1258,3,2017-10-27,Let There Be Light,3000000,7233471,7241309,2.4137696666666666,2017,tt5804314,Let There Be Light,Let There Be Light,100.0,Drama,4.8,2179,sweet spot,False
1259,10,2016-06-24,Swiss Army Man,3000000,4210454,5837111,1.9457036666666667,2016,tt4034354,Swiss Army Man,Swiss Army Man,97.0,"Adventure,Comedy,Drama",7.0,91736,sweet spot,False
1260,14,2013-05-17,Frances Ha,3000000,4067398,11262769,3.754256333333333,2013,tt2347569,Frances Ha,Frances Ha,86.0,"Comedy,Drama,Romance",7.4,60026,under,False
1261,21,2016-04-22,Compadres,3000000,3127773,7445044,2.4816813333333334,2016,tt3367294,Compadres,Compadres,101.0,"Action,Comedy,Crime",4.7,876,sweet spot,False
1262,28,2014-09-19,Tusk,3000000,1821983,1887554,0.6291846666666666,2014,tt3099498,Tusk,Tusk,102.0,"Comedy,Drama,Horror",5.3,40827,sweet spot,True
1263,29,2017-05-12,The Wall,3000000,1803064,4495262,1.4984206666666666,2017,tt1455256,The Wall,The Wall,78.0,Documentary,9.2,8,under,False
1264,31,2012-04-06,Damsels in Distress,3000000,1007535,1324299,0.441433,2012,tt1667307,Damsels in Distress,Damsels in Distress,99.0,"Comedy,Drama,Romance",5.7,8794,sweet spot,False
1265,33,2011-05-06,Hobo with a Shotgun,3000000,703372,834953,0.2783176666666667,2011,tt1640459,Hobo with a Shotgun,Hobo with a Shotgun,86.0,"Action,Comedy,Horror",6.1,41633,under,True
1266,34,2015-05-08,The D Train,3000000,669688,772366,0.2574553333333333,2015,tt2690138,The D Train,The D Train,101.0,"Comedy,Drama",5.0,10066,sweet spot,False
1267,35,2012-09-07,Bachelorette,3000000,446770,12577401,4.192467,2012,tt1920849,Bachelorette,Bachelorette,87.0,"Comedy,Romance",5.3,43131,under,False
1268,38,2011-09-09,Creature,3000000,331000,331000,0.11033333333333334,2011,tt1686018,Creature,Creature,93.0,Horror,3.7,2723,under,True
1269,39,2016-12-09,The Bounce Back,3000000,321910,421404,0.140468,2016,tt3253232,The Bounce Back,The Bounce Back,104.0,"Comedy,Romance",5.0,492,sweet spot,False
1270,44,2012-03-02,Tim and Eric's Billion Dollar Movie,3000000,201436,223652,0.07455066666666667,2012,tt1855401,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,93.0,Comedy,5.4,9004,under,False
1271,49,2014-08-15,Fort McCoy,3000000,78948,78948,0.026316,2014,tt1282046,Fort McCoy,Fort McCoy,100.0,"Drama,History,War",5.9,319,sweet spot,False
1272,52,2015-09-04,Before We Go,3000000,37151,483938,0.16131266666666666,2015,tt0443465,Before We Go,Before We Go,95.0,"Comedy,Drama,Romance",6.8,45181,sweet spot,False
1273,53,2012-01-13,The Divide,3000000,18000,156362,0.05212066666666667,2012,tt1535616,The Divide,The Divide,112.0,"Drama,Horror,Sci-Fi",5.8,33603,sweet spot,True
1274,56,2017-10-10,Demonic,3000000,0,4668109,1.5560363333333334,2017,tt1841642,Demonic,Demonic,83.0,"Horror,Thriller",5.3,12025,under,True
1275,58,2014-06-27,They Came Together,3000000,0,82780,0.027593333333333334,2014,tt2398249,They Came Together,They Came Together,83.0,"Comedy,Romance",5.5,19832,under,False
1276,59,2013-05-21,Open Road,3000000,0,47469,0.015823,2013,tt1922679,Open Road,Open Road,85.0,"Action,Drama,Thriller",5.5,1619,under,False
1277,65,2015-12-31,AWOL-72,3000000,0,0,0.0,2015,tt2048865,AWOL-72,AWOL-72,82.0,"Action,Thriller",3.8,785,under,False
1278,67,2015-02-06,Enter the Dangerous Mind,3000000,0,0,0.0,2015,tt2229377,Enter the Dangerous Mind,Enter the Dangerous Mind,88.0,Thriller,5.2,915,under,False
1279,68,2015-03-17,Something Wicked,3000000,0,0,0.0,2015,tt1327601,Something Wicked,Something Wicked,95.0,"Drama,Horror,Mystery",4.8,1243,sweet spot,True
1280,72,2015-08-14,Amnesiac,3000000,0,0,0.0,2015,tt2693114,Amnesiac,Amnesiac,90.0,"Drama,Horror,Thriller",2.3,104,under,True
1281,73,2015-12-31,Unnatural,3000000,0,0,0.0,2015,tt3551400,Unnatural,Unnatural,89.0,"Action,Horror,Sci-Fi",4.0,1590,under,True
1282,74,2015-12-11,Close Range,3000000,0,0,0.0,2015,tt3511596,Close Range,Close Range,80.0,"Action,Crime",5.0,3974,under,False
1283,81,2011-08-19,Griff the Invisible,2900000,20778,25935,0.008943103448275862,2011,tt1509803,Griff the Invisible,Griff the Invisible,90.0,"Comedy,Drama,Romance",6.1,4478,under,False
1284,93,2018-10-26,Indivisible,2700000,3511417,3588305,1.3290018518518518,2018,tt5147828,Indivisible,Indivisible,78.0,Documentary,7.2,10,under,False
1285,95,2015-12-31,Sardaar Ji,2700000,0,8200000,3.037037037037037,2015,tt4080386,Sardaar Ji,Sardaar Ji,141.0,"Comedy,Fantasy,Horror",6.5,1182,over,True
1286,3,2014-05-02,Ida,2600000,3827060,15298355,5.8839826923076926,2014,tt2718492,Ida,Ida,82.0,Drama,7.4,46819,under,False
1287,12,2013-01-11,A Haunted House,2500000,40041683,59922558,23.9690232,2013,tt2243537,A Haunted House,A Haunted House,86.0,"Comedy,Fantasy",5.1,40308,under,False
1288,14,2013-07-03,Kevin Hart: Let Me Explain,2500000,32244051,32327255,12.930902,2013,tt2609912,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,75.0,"Comedy,Documentary",6.8,7880,under,False
1289,22,2013-08-02,The Spectacular Now,2500000,6852971,6916951,2.7667804,2013,tt1714206,The Spectacular Now,The Spectacular Now,95.0,"Comedy,Drama,Romance",7.1,133887,sweet spot,False
1290,25,2016-06-24,Hunt for the Wilderpeople,2500000,5205471,23845533,9.5382132,2016,tt4698684,Hunt for the Wilderpeople,Hunt for the Wilderpeople,101.0,"Adventure,Comedy,Drama",7.9,87532,sweet spot,False
1291,26,2012-08-17,Robot & Frank,2500000,3317468,4934356,1.9737424,2012,tt1990314,Robot & Frank,Robot & Frank,89.0,"Comedy,Crime,Drama",7.1,59229,under,False
1292,31,2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,0.2198528,2013,tt1390539,The Lost Medallion: The Adventures of Billy Stone,The Lost Medallion: The Adventures of Billy Stone,97.0,"Adventure,Family,Fantasy",4.9,1502,sweet spot,False
1293,34,2011-04-01,Super,2500000,327716,593933,0.2375732,2011,tt1512235,Super,Super,96.0,"Action,Comedy,Drama",6.8,70604,sweet spot,False
1294,41,2013-08-16,Underdogs,2500000,35017,1392649,0.5570596,2013,tt1634003,Underdogs,Metegol,106.0,"Adventure,Animation,Family",6.5,8197,sweet spot,False
1295,44,2013-06-21,Alien Uprising,2500000,0,0,0.0,2013,tt2040578,Alien Uprising,U.F.O.,101.0,"Comedy,Horror,Sci-Fi",3.2,3166,sweet spot,True
1296,46,2015-07-03,Stung,2500000,0,0,0.0,2015,tt3300572,Stung,Stung,87.0,"Action,Adventure,Comedy",5.1,4257,under,False
1297,48,2015-10-13,8 Days,2500000,0,0,0.0,2015,tt3111864,8 Days,8 Days,90.0,"Drama,Thriller",5.0,102,under,False
1298,49,2016-09-02,Antibirth,2500000,0,0,0.0,2016,tt3333870,Antibirth,Antibirth,94.0,Horror,4.9,2759,sweet spot,True
1299,50,2016-02-02,The Rise of the Krays,2500000,0,0,0.0,2016,tt2945796,The Rise of the Krays,The Rise of the Krays,110.0,"Crime,Drama",5.0,1723,sweet spot,False
1300,57,2014-11-14,Always Woodstock,2400000,0,0,0.0,2014,tt1995477,Always Woodstock,There's Always Woodstock,97.0,"Comedy,Music,Romance",5.4,661,sweet spot,False
1301,60,2015-03-20,Do You Believe?,2300000,12985600,14304931,6.2195352173913045,2015,tt4056738,Do You Believe?,Do You Believe?,120.0,Drama,6.1,6462,over,False
1302,63,2014-09-05,Frontera,2300000,59696,59696,0.025954782608695652,2014,tt2510028,Frontera,Frontera,103.0,"Drama,Thriller,Western",6.6,6861,sweet spot,False
1303,64,2011-08-26,Redemption Road,2300000,29384,29384,0.012775652173913044,2011,tt1470020,Redemption Road,Redemption Road,95.0,Drama,5.8,479,sweet spot,False
1304,66,2016-01-19,Eden,2300000,0,0,0.0,2016,tt1734433,Eden,Eden,98.0,"Crime,Drama",6.7,7709,sweet spot,False
1305,81,2016-10-16,Mi America,2100000,3330,3330,0.0015857142857142858,2016,tt2460506,Mi America,Mi America,90.0,"Crime,Drama",6.5,54,under,False
1306,83,2012-12-31,Infected,2100000,0,0,0.0,2012,tt1622991,Infected,Infected,95.0,"Action,Horror,Sci-Fi",2.8,1028,sweet spot,True
1307,85,2015-10-06,The Timber,2100000,0,0,0.0,2015,tt2215673,The Timber,The Timber,81.0,"Action,Adventure,Drama",4.9,1292,under,False
1308,86,2016-01-19,Sharkskin,2100000,0,0,0.0,2016,tt2317796,Sharkskin,Sharkskin,100.0,"Comedy,Drama,Mystery",6.4,24,sweet spot,False
1309,87,2011-09-30,Courageous,2000000,34522221,35185884,17.592942,2011,tt1630036,Courageous,Courageous,129.0,Drama,7.0,17586,over,False
1310,94,2015-03-13,It Follows,2000000,14674077,23250755,11.6253775,2015,tt3235888,It Follows,It Follows,100.0,"Horror,Mystery",6.9,182839,sweet spot,True
1311,95,2018-07-13,Eighth Grade,2000000,13539710,14341016,7.170508,2018,tt7014006,Eighth Grade,Eighth Grade,93.0,"Comedy,Drama",7.5,43256,under,False
1312,97,2012-03-09,Silent House,2000000,12739737,16610760,8.30538,2012,tt1767382,Silent House,Silent House,86.0,"Drama,Horror,Mystery",5.3,20831,under,True
1313,100,2016-04-08,Hardcore Henry,2000000,9252038,17187434,8.593717,2016,tt3072482,Hardcore Henry,Hardcore Henry,96.0,"Action,Adventure,Sci-Fi",6.7,78226,sweet spot,False
1314,9,2014-10-10,Meet the Mormons,2000000,6047363,6049171,3.0245855,2014,tt4003774,Meet the Mormons,Meet the Mormons,78.0,Documentary,6.9,1897,under,False
1315,11,2017-10-06,The Florida Project,2000000,5904366,11295324,5.647662,2017,tt5649144,The Florida Project,The Florida Project,111.0,Drama,7.6,72193,sweet spot,False
1316,12,2017-08-25,All Saints,2000000,5802208,5941994,2.970997,2017,tt4663548,All Saints,All Saints,108.0,Drama,6.0,1220,sweet spot,False
1317,20,2015-08-28,We Are Your Friends,2000000,3591417,10153415,5.0767075,2015,tt3787590,We Are Your Friends,We Are Your Friends,96.0,"Drama,Music,Romance",6.2,32327,sweet spot,False
1318,23,2015-09-18,Captive,2000000,2583301,2791973,1.3959865,2015,tt1699745,Captive,Captive,120.0,"Drama,Thriller",6.0,674,over,False
1319,25,2018-06-08,Hearts Beat Loud,2000000,2386254,2420962,1.210481,2018,tt7158430,Hearts Beat Loud,Hearts Beat Loud,97.0,"Comedy,Drama,Music",6.9,6543,sweet spot,False
1320,26,2017-01-20,The Resurrection of Gavin Stone,2000000,2303792,2303792,1.151896,2017,tt4902904,The Resurrection of Gavin Stone,The Resurrection of Gavin Stone,91.0,"Comedy,Drama,Family",6.2,1562,under,False
1321,35,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,2279959,1.1399795,2015,tt3172532,The Diary of a Teenage Girl,The Diary of a Teenage Girl,102.0,"Comedy,Drama,Romance",6.9,27003,sweet spot,False
1322,37,2014-04-25,Locke,2000000,1370646,2088390,1.044195,2014,tt2692904,Locke,Locke,85.0,Drama,7.1,120703,under,False
1323,40,2011-04-08,Meek's Cutoff,2000000,977772,1869928,0.934964,2011,tt1518812,Meek's Cutoff,Meek's Cutoff,104.0,"Drama,Western",6.6,10439,sweet spot,False
1324,41,2014-11-28,The Babadook,2000000,950792,7482387,3.7411935,2014,tt2321549,The Babadook,The Babadook,94.0,"Drama,Horror",6.8,171411,sweet spot,True
1325,51,2015-02-13,The Last Five Years,2000000,147299,205298,0.102649,2015,tt2474024,The Last Five Years,The Last Five Years,94.0,"Comedy,Drama,Musical",5.9,8735,sweet spot,False
1326,57,2014-09-19,Pump,2000000,72277,72277,0.0361385,2014,tt2630916,Pump,Pump!,88.0,Documentary,7.7,608,under,False
1327,60,2015-04-07,Lost River,2000000,45431,2009644,1.004822,2015,tt2366608,Lost River,Lost River,95.0,"Drama,Fantasy,Mystery",5.8,15667,sweet spot,False
1328,62,2015-10-09,Knock Knock,2000000,36336,6328516,3.164258,2015,tt3605418,Knock Knock,Knock Knock,99.0,"Drama,Thriller",4.9,68328,sweet spot,False
1329,67,2012-10-19,The First Time,2000000,17061,17061,0.0085305,2012,tt1763303,The First Time,The First Time,95.0,"Comedy,Drama,Romance",6.9,62589,sweet spot,False
1330,73,2013-09-13,Plush,2000000,3080,28864,0.014432,2013,tt2226519,Plush,Plush,99.0,"Drama,Music,Thriller",5.4,3462,sweet spot,False
1331,74,2012-10-26,The Ghastly Love of Johnny X,2000000,2436,2436,0.001218,2012,tt1754633,The Ghastly Love of Johnny X,The Ghastly Love of Johnny X,106.0,"Comedy,Fantasy,Musical",5.7,386,sweet spot,False
1332,76,2011-09-09,Grave Encounters,2000000,0,2151887,1.0759435,2011,tt1703199,Grave Encounters,Grave Encounters,92.0,Horror,6.1,48125,under,True
1333,77,2015-10-23,Bone Tomahawk,2000000,0,475846,0.237923,2015,tt2494362,Bone Tomahawk,Bone Tomahawk,132.0,"Adventure,Drama,Horror",7.1,70298,over,True
1334,79,2013-04-01,Stitches,2000000,0,63555,0.0317775,2013,tt1623771,Stitches,Stitches,71.0,Horror,7.2,20,under,True
1335,87,2013-03-19,Straight A's,2000000,0,0,0.0,2013,tt2024506,Straight A's,Straight A's,91.0,"Comedy,Drama",5.7,4197,under,False
1336,89,2012-12-31,Highway,2000000,0,0,0.0,2012,tt1693107,Highway,Hillbilly Highway,77.0,Comedy,3.5,183,under,False
1337,90,2013-02-08,Small Apartments,2000000,0,0,0.0,2013,tt1272886,Small Apartments,Small Apartments,96.0,"Comedy,Crime,Drama",6.1,6688,sweet spot,False
1338,91,2013-07-09,Coffee Town,2000000,0,0,0.0,2013,tt2234025,Coffee Town,Coffee Town,87.0,Comedy,6.6,4666,under,False
1340,96,2015-03-20,The Walking Deceased,2000000,0,0,0.0,2015,tt3499458,The Walking Deceased,Walking with the Dead,88.0,"Comedy,Horror",3.5,2914,under,True
1341,97,2011-12-31,True Bromance,2000000,0,0,0.0,2011,tt1839425,True Bromance,True Bromance,96.0,Comedy,5.9,39,sweet spot,False
1342,98,2015-08-21,The Curse of Downers Grove,2000000,0,0,0.0,2015,tt1772261,The Curse of Downers Grove,The Curse of Downers Grove,89.0,"Drama,Horror,Mystery",4.5,1618,under,True
1343,99,2015-12-31,Wind Walkers,2000000,0,0,0.0,2015,tt1236254,Wind Walkers,Wind Walkers,93.0,"Action,Horror,Thriller",3.8,234,under,True
1344,100,2016-07-08,The Dog Lover,2000000,0,0,0.0,2016,tt4063178,The Dog Lover,The Dog Lover,101.0,Drama,5.6,620,sweet spot,False
1345,1,2015-12-01,Shark Lake,2000000,0,0,0.0,2015,tt4416518,Shark Lake,Shark Lake,92.0,"Action,Adventure,Crime",3.5,1686,under,False
1346,8,2015-04-24,Brotherly Love,1900000,478595,478595,0.2518921052631579,2015,tt3262990,Brotherly Love,Brotherly Love,89.0,Drama,6.7,1587,under,False
1347,9,2011-06-03,Submarine,1900000,467602,4581937,2.411545789473684,2011,tt1440292,Submarine,Submarine,97.0,"Comedy,Drama,Romance",7.3,79810,sweet spot,False
1348,11,2013-02-08,ABCD (Any Body Can Dance),1900000,222098,10137234,5.335386315789473,2013,tt2321163,ABCD (Any Body Can Dance),ABCD (Any Body Can Dance),160.0,"Drama,Music",6.4,5695,over,False
1349,13,2013-07-26,Stranded,1900000,0,285593,0.15031210526315789,2013,tt1372689,Stranded,Djinns,103.0,"Horror,Mystery",5.1,800,sweet spot,True
1350,14,2015-12-31,Vaalu,1900000,0,12444,0.006549473684210526,2015,tt3566698,Vaalu,Vaalu,155.0,"Comedy,Romance",4.9,701,over,False
1351,18,2012-06-27,Beasts of the Southern Wild,1800000,12795746,23265132,12.925073333333334,2012,tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,93.0,"Adventure,Drama,Fantasy",7.3,77440,under,False
1352,25,2011-08-23,Higher Ground,1800000,841056,842693,0.46816277777777776,2011,tt1562568,Higher Ground,Higher Ground,109.0,Drama,6.3,2869,sweet spot,False
1353,31,2012-02-03,Dysfunctional Friends,1800000,0,0,0.0,2012,tt1653002,Dysfunctional Friends,Dysfunctional Friends,111.0,"Comedy,Drama",5.2,760,sweet spot,False
1354,32,2013-12-31,Independence Daysaster,1800000,0,0,0.0,2013,tt2645670,Independence Daysaster,Independence Daysaster,90.0,"Action,Adventure,Sci-Fi",3.4,974,under,False
1355,38,2019-04-23,Living Dark: The Story of Ted the Caver,1750000,0,0,0.0,2019,tt2100573,Living Dark: The Story of Ted the Caver,Living Dark: The Story of Ted the Caver,112.0,Horror,5.3,349,sweet spot,True
1356,42,2014-02-28,The Lunchbox,1700000,4231500,12231500,7.195,2014,tt2350496,The Lunchbox,Dabba,104.0,"Drama,Romance",7.8,42618,sweet spot,False
1357,43,2013-10-04,Grace Unplugged,1700000,2507159,2507159,1.4747994117647059,2013,tt2349460,Grace Unplugged,Grace Unplugged,102.0,"Drama,Music",6.2,3006,sweet spot,False
1358,48,2019-02-01,Braid,1660000,0,80745,0.04864156626506024,2019,tt4638148,Braid,Braid,82.0,"Horror,Mystery,Thriller",5.3,1115,under,True
1359,60,2014-09-26,Two Night Stand,1600000,15600,868081,0.542550625,2014,tt2140619,Two Night Stand,Two Night Stand,86.0,"Comedy,Romance",6.4,60510,under,False
1360,63,2011-04-01,Insidious,1500000,54009150,99870886,66.58059066666667,2011,tt1591095,Insidious,Insidious,103.0,"Horror,Mystery,Thriller",6.9,254197,sweet spot,True
1361,64,2016-10-21,Moonlight,1500000,27854931,65245512,43.497008,2016,tt4975722,Moonlight,Moonlight,111.0,Drama,7.4,227964,sweet spot,False
1362,70,2018-03-23,Unsane,1500000,7690044,14244931,9.496620666666667,2018,tt7153766,Unsane,Unsane,98.0,"Drama,Horror,Mystery",6.4,32049,sweet spot,True
1363,77,2013-07-26,The To Do List,1500000,3491669,4128828,2.752552,2013,tt1758795,The To Do List,The To Do List,104.0,"Comedy,Romance",5.8,34524,sweet spot,False
1364,78,2013-02-01,The Gatekeepers,1500000,2408553,2592308,1.7282053333333334,2013,tt2309788,The Gatekeepers,The Gatekeepers,101.0,"Documentary,History,War",7.6,5214,sweet spot,False
1365,84,2013-04-19,The Lords of Salem,1500000,1165881,1541131,1.0274206666666668,2013,tt1731697,The Lords of Salem,The Lords of Salem,101.0,"Horror,Thriller",5.1,25089,sweet spot,True
1366,85,2016-10-21,31,1500000,779820,922727,0.6151513333333334,2016,tt3835080,31,31,102.0,"Horror,Thriller",5.1,15055,sweet spot,True
1367,87,2016-04-22,Unsullied,1500000,510957,510957,0.340638,2016,tt3139764,Unsullied,Unsullied,93.0,"Action,Horror,Thriller",4.3,278,under,True
1368,94,2011-08-19,Amigo,1500000,184705,184705,0.12313666666666667,2011,tt1562847,Amigo,Amigo,124.0,"Drama,War",5.9,514,over,False
1369,100,2013-10-25,The Square,1500000,124244,176262,0.117508,2013,tt2486682,The Square,Al midan,108.0,"Documentary,Drama,History",8.1,7998,sweet spot,False
